Available Service Bays,Service_Department,Workshop_Code,Technician_Name,Technicians_Available,ClientID,Client_Age,Gender,Service_Type,Vehicle_Condition,Main_Issue,Previous_Visits,Warranty,Repair_Cost,Stay (in Days)
6,Mecánica,E,Carlos,4,40874,18-25,Female,Diagnóstico,Moderada,Eléctrico,10,No,5646.48,6
2,Mecánica,A,José,3,40875,56-65,Male,Mantenimiento,Menor,Suspensión,0,Yes,7974.39,3
6,Mecánica,E,José,1,40876,26-35,Female,Diagnóstico,Menor,Eléctrico,2,Yes,1605.87,6
4,Mecánica,C,María,9,40877,36-45,Female,Reparación,Severa,Suspensión,6,Yes,8212.35,20
1,Electricidad,C,Ana,2,40878,56-65,Female,Diagnóstico,Severa,Motor,3,Yes,11280.71,22
1,Pintura,A,Ana,0,40879,46-55,Male,Reparación,Menor,Eléctrico,7,Yes,5964.36,2
8,Mecánica,D,José,0,40880,56-65,Male,Colisión,Severa,,8,Yes,7481.54,16
7,Diagnóstico,D,José,7,40881,26-35,Male,Colisión,Moderada,,1,Yes,1254.11,13
3,Pintura,E,María,3,40882,26-35,Male,Colisión,Menor,Transmisión,6,Yes,10711.2,5
8,Mecánica,B,Sofía,3,40883,26-35,Male,Mantenimiento,Severa,Eléctrico,10,No,2114.7,22
5,Mecánica,A,Ana,3,40884,18-25,Male,Mantenimiento,Severa,Frenos,2,Yes,10593.75,22
6,Electricidad,A,José,7,40885,18-25,Male,Diagnóstico,Severa,Eléctrico,7,Yes,2267.84,13
2,Diagnóstico,A,Luis,5,40886,46-55,Male,Mantenimiento,Moderada,Motor,2,Yes,4181.6,6
5,Diagnóstico,E,Ana,6,40887,36-45,Female,Colisión,Severa,Transmisión,10,Yes,843.12,23
8,Diagnóstico,B,Carlos,6,40888,36-45,Male,Reparación,Moderada,Transmisión,2,No,6521.19,11
4,Diagnóstico,D,María,6,40889,46-55,Female,Colisión,Severa,Frenos,5,Yes,4541.56,23
1,Pintura,D,José,0,40890,66+,Female,Reparación,Menor,,9,No,7612.58,7
3,Electricidad,B,Ana,0,40891,66+,Male,Reparación,Menor,Frenos,6,Yes,183.59,3
3,Electricidad,A,Ana,2,40892,66+,Male,Diagnóstico,Menor,,8,No,10754.73,6
8,Diagnóstico,C,Ana,0,40893,56-65,Male,Colisión,Severa,Eléctrico,9,No,6671.25,21
6,Mecánica,E,Sofía,2,40894,26-35,Female,Mantenimiento,Menor,Eléctrico,9,Yes,8786.76,7
5,Diagnóstico,C,Ana,4,40895,26-35,Female,Mantenimiento,Menor,Motor,6,No,7107.01,2
1,Diagnóstico,C,Luis,8,40896,36-45,Female,Mantenimiento,Moderada,,0,Yes,6469.53,11
3,Mecánica,A,Luis,9,40897,26-35,Female,Colisión,Severa,Eléctrico,3,No,2124.68,23
6,Diagnóstico,D,Sofía,2,40898,36-45,Male,Diagnóstico,Severa,Frenos,10,Yes,1330.28,16
7,Electricidad,B,Sofía,12,40899,18-25,Male,Mantenimiento,Moderada,,4,No,6984.25,9
8,Electricidad,D,Carlos,9,40900,36-45,Male,Reparación,Severa,Motor,4,No,9733.24,18
4,Electricidad,A,Ana,10,40901,66+,Male,Diagnóstico,Menor,Suspensión,10,No,7670.05,4
4,Electricidad,E,Ana,12,40902,56-65,Female,Reparación,Menor,Suspensión,1,No,10417.41,5
4,Mecánica,C,María,6,40903,36-45,Male,Reparación,Severa,Suspensión,1,Yes,1939.25,20
5,Electricidad,B,María,5,40904,46-55,Female,Mantenimiento,Moderada,Transmisión,10,Yes,3373.76,7
6,Pintura,A,José,10,40905,26-35,Male,Reparación,Moderada,Motor,7,No,1715.72,11
7,Electricidad,A,Carlos,0,40906,18-25,Male,Reparación,Moderada,Frenos,7,No,1086.56,5
6,Diagnóstico,D,Carlos,9,40907,56-65,Male,Colisión,Menor,Eléctrico,2,No,5933.84,2
5,Diagnóstico,D,Carlos,9,40908,56-65,Female,Reparación,Menor,Transmisión,7,Yes,10121.66,5
5,Electricidad,E,María,12,40909,26-35,Female,Colisión,Menor,Frenos,9,No,8035.58,3
7,Mecánica,A,Luis,12,40910,36-45,Male,Mantenimiento,Severa,Suspensión,10,Yes,10139.22,19
4,Diagnóstico,A,Luis,2,40911,56-65,Male,Colisión,Moderada,Transmisión,2,No,9968.62,6
3,Electricidad,E,Carlos,9,40912,36-45,Female,Diagnóstico,Moderada,,0,No,9887.65,7
8,Pintura,A,Carlos,1,40913,36-45,Female,Colisión,Menor,Frenos,4,No,5578.3,3
8,Mecánica,B,Sofía,2,40914,18-25,Female,Colisión,Severa,Transmisión,10,No,11817.98,16
5,Mecánica,A,Ana,8,40915,26-35,Female,Mantenimiento,Moderada,Frenos,7,Yes,4792.61,8
7,Pintura,E,José,6,40916,46-55,Male,Reparación,Menor,,3,Yes,2457.63,2
6,Diagnóstico,A,Carlos,0,40917,46-55,Female,Colisión,Menor,,3,No,2461.1,2
3,Electricidad,C,Carlos,12,40918,66+,Male,Diagnóstico,Moderada,Suspensión,5,Yes,10316.24,7
1,Pintura,C,José,3,40919,56-65,Male,Mantenimiento,Menor,Motor,10,No,3207.76,6
1,Electricidad,A,José,3,40920,46-55,Male,Colisión,Severa,Transmisión,7,Yes,9504.86,12
2,Pintura,D,José,3,40921,46-55,Male,Reparación,Severa,Frenos,7,No,2334.69,18
6,Electricidad,B,Ana,9,40922,36-45,Male,Mantenimiento,Menor,Motor,0,No,1973.77,6
5,Diagnóstico,D,Carlos,11,40923,56-65,Male,Diagnóstico,Severa,Motor,7,No,2253.02,19
6,Pintura,B,Luis,0,40924,18-25,Male,Diagnóstico,Severa,,8,No,6125.44,18
5,Diagnóstico,E,María,4,40925,18-25,Male,Colisión,Severa,Suspensión,5,Yes,9048.82,20
3,Electricidad,D,Ana,1,40926,66+,Female,Reparación,Severa,Frenos,9,No,6473.49,16
4,Mecánica,C,María,9,40927,66+,Male,Colisión,Menor,Suspensión,7,No,2595.16,4
1,Diagnóstico,D,María,0,40928,66+,Female,Mantenimiento,Moderada,Suspensión,4,No,10682.48,12
3,Pintura,A,José,9,40929,36-45,Male,Mantenimiento,Moderada,Motor,6,No,8588.81,10
2,Electricidad,A,María,2,40930,66+,Female,Mantenimiento,Severa,Transmisión,3,No,11932.77,16
8,Electricidad,D,Carlos,10,40931,66+,Female,Diagnóstico,Moderada,,6,No,3176.2,8
8,Diagnóstico,E,Sofía,4,40932,18-25,Female,Mantenimiento,Menor,Transmisión,9,No,1222.96,4
8,Pintura,A,Luis,2,40933,46-55,Male,Diagnóstico,Menor,Motor,8,Yes,11667.99,6
7,Electricidad,E,Luis,3,40934,46-55,Female,Colisión,Menor,Motor,3,Yes,4410.39,2
8,Mecánica,D,José,7,40935,56-65,Female,Reparación,Menor,Frenos,8,No,5321.74,7
5,Mecánica,C,José,9,40936,66+,Female,Mantenimiento,Moderada,Motor,7,No,5873.02,9
6,Electricidad,A,Luis,4,40937,66+,Female,Mantenimiento,Menor,Frenos,8,Yes,1494.92,2
5,Diagnóstico,D,José,2,40938,46-55,Male,Reparación,Moderada,Suspensión,0,Yes,3822.2,7
3,Mecánica,A,Ana,8,40939,26-35,Female,Colisión,Severa,Transmisión,4,Yes,7415.43,14
7,Mecánica,A,Luis,4,40940,56-65,Male,Reparación,Severa,Eléctrico,1,No,9412.19,20
2,Diagnóstico,B,Sofía,9,40941,18-25,Female,Mantenimiento,Moderada,Frenos,6,No,2176.99,5
4,Electricidad,C,José,8,40942,18-25,Female,Mantenimiento,Menor,Suspensión,6,No,11646.61,4
6,Mecánica,E,José,8,40943,46-55,Female,Reparación,Moderada,Eléctrico,10,Yes,6544.99,15
6,Diagnóstico,A,Sofía,11,40944,46-55,Male,Mantenimiento,Severa,Suspensión,4,Yes,7388.57,20
6,Electricidad,B,Sofía,7,40945,46-55,Female,Colisión,Moderada,Transmisión,7,No,6169.93,7
7,Pintura,D,Ana,8,40946,18-25,Male,Diagnóstico,Moderada,Frenos,4,Yes,7551.86,5
5,Diagnóstico,A,Sofía,2,40947,18-25,Female,Reparación,Moderada,Frenos,4,No,1701.42,11
1,Mecánica,C,María,12,40948,56-65,Female,Colisión,Severa,Transmisión,6,No,9666.67,21
7,Pintura,E,Luis,7,40949,46-55,Female,Diagnóstico,Severa,Frenos,0,No,9159.87,16
7,Mecánica,E,José,1,40950,46-55,Male,Reparación,Moderada,Transmisión,4,No,11199.39,7
6,Mecánica,A,Carlos,0,40951,18-25,Male,Colisión,Moderada,,9,Yes,449.49,6
5,Diagnóstico,D,Luis,10,40952,46-55,Female,Colisión,Severa,Suspensión,5,No,2509.75,20
4,Mecánica,C,Ana,9,40953,66+,Female,Mantenimiento,Severa,Suspensión,0,Yes,5549.9,19
2,Pintura,B,José,7,40954,36-45,Male,Mantenimiento,Menor,Transmisión,3,Yes,8227.69,3
6,Pintura,C,José,1,40955,36-45,Female,Colisión,Menor,Transmisión,0,No,5495.02,3
4,Mecánica,E,Luis,9,40956,46-55,Male,Mantenimiento,Severa,Suspensión,7,No,998.06,19
4,Pintura,D,Carlos,0,40957,36-45,Female,Colisión,Moderada,Frenos,2,Yes,6760.93,12
3,Mecánica,A,Sofía,4,40958,18-25,Female,Colisión,Severa,Transmisión,2,Yes,4300.14,16
3,Electricidad,B,José,2,40959,18-25,Female,Diagnóstico,Severa,Frenos,5,Yes,5333.17,18
1,Pintura,E,Luis,6,40960,46-55,Male,Diagnóstico,Moderada,Suspensión,1,No,5851.93,4
6,Electricidad,D,José,5,40961,56-65,Female,Mantenimiento,Moderada,Frenos,1,No,11324.83,9
1,Pintura,E,Luis,2,40962,56-65,Female,Reparación,Menor,Transmisión,9,No,5966.71,2
6,Pintura,A,Luis,3,40963,36-45,Male,Reparación,Severa,Transmisión,7,No,10635.83,16
2,Mecánica,A,Ana,10,40964,18-25,Female,Diagnóstico,Severa,Motor,0,No,6878.11,18
3,Mecánica,A,José,11,40965,26-35,Male,Mantenimiento,Severa,Eléctrico,2,Yes,11791.84,24
7,Electricidad,B,José,3,40966,18-25,Male,Reparación,Severa,Suspensión,2,Yes,7846.65,11
2,Electricidad,D,Sofía,12,40967,18-25,Female,Reparación,Moderada,Eléctrico,6,Yes,1602.99,8
3,Pintura,E,Carlos,4,40968,56-65,Male,Diagnóstico,Moderada,Eléctrico,8,Yes,2524.25,9
3,Mecánica,A,Carlos,2,40969,36-45,Male,Colisión,Menor,,9,No,5880.26,4
2,Pintura,D,Luis,3,40970,36-45,Female,Diagnóstico,Severa,Transmisión,4,No,1489.54,19
2,Diagnóstico,C,Carlos,5,40971,26-35,Female,Reparación,Menor,Suspensión,10,No,3964.74,7
6,Mecánica,C,Carlos,12,40972,18-25,Male,Reparación,Menor,,8,No,898.72,6
3,Diagnóstico,E,Luis,1,40973,56-65,Male,Mantenimiento,Menor,Frenos,1,No,4507.4,6
3,Mecánica,B,María,6,40974,18-25,Female,Mantenimiento,Menor,Transmisión,5,Yes,11680.19,6
6,Electricidad,C,Sofía,10,40975,26-35,Male,Reparación,Severa,Transmisión,9,No,1754.32,12
4,Electricidad,D,Sofía,5,40976,56-65,Male,Colisión,Menor,Motor,9,No,9787.94,6
3,Pintura,E,Ana,5,40977,26-35,Male,Reparación,Moderada,Suspensión,1,Yes,2109.5,7
4,Electricidad,E,Ana,2,40978,46-55,Female,Reparación,Menor,,4,Yes,9766.07,4
4,Diagnóstico,E,José,0,40979,18-25,Female,Reparación,Moderada,Transmisión,0,Yes,908.06,11
7,Mecánica,D,Luis,7,40980,46-55,Female,Mantenimiento,Menor,Frenos,0,Yes,3486.1,4
4,Pintura,E,Carlos,7,40981,18-25,Male,Reparación,Severa,Eléctrico,8,No,2063.14,16
7,Electricidad,D,María,3,40982,56-65,Female,Reparación,Moderada,Frenos,0,Yes,5705.33,8
6,Pintura,C,José,5,40983,66+,Female,Colisión,Moderada,Suspensión,9,Yes,7900.35,7
7,Diagnóstico,E,Carlos,5,40984,66+,Male,Mantenimiento,Menor,Frenos,3,Yes,6317.49,7
3,Diagnóstico,B,Sofía,9,40985,66+,Female,Reparación,Menor,Frenos,4,Yes,5821.48,4
8,Mecánica,D,Luis,5,40986,36-45,Male,Colisión,Severa,Suspensión,7,No,8918.8,22
6,Electricidad,B,Luis,6,40987,66+,Female,Diagnóstico,Menor,Suspensión,10,No,9150.71,3
1,Diagnóstico,E,María,12,40988,66+,Female,Reparación,Menor,,4,No,204.76,3
3,Diagnóstico,B,Sofía,5,40989,26-35,Female,Mantenimiento,Severa,Suspensión,9,Yes,1905.07,16
6,Mecánica,C,Ana,11,40990,36-45,Male,Mantenimiento,Severa,Motor,2,No,476.93,10
1,Diagnóstico,C,Ana,1,40991,36-45,Female,Reparación,Moderada,Motor,7,Yes,9714.99,10
5,Mecánica,D,Sofía,9,40992,46-55,Female,Diagnóstico,Moderada,Transmisión,7,Yes,8450.02,13
2,Diagnóstico,D,Luis,1,40993,26-35,Male,Mantenimiento,Moderada,Frenos,1,Yes,10731.8,8
4,Electricidad,D,José,3,40994,36-45,Female,Diagnóstico,Menor,Eléctrico,0,No,6730.61,5
3,Diagnóstico,E,María,1,40995,56-65,Female,Mantenimiento,Severa,Frenos,9,No,5741.39,11
4,Pintura,C,Sofía,6,40996,18-25,Female,Colisión,Menor,Suspensión,7,No,10409.98,2
1,Electricidad,E,Luis,2,40997,66+,Female,Colisión,Severa,Eléctrico,7,No,5750.54,19
5,Pintura,A,Ana,3,40998,26-35,Female,Colisión,Moderada,Transmisión,2,No,6717.65,6
2,Mecánica,B,María,11,40999,66+,Male,Colisión,Moderada,Eléctrico,1,No,2193.82,11
1,Electricidad,E,María,4,41000,26-35,Male,Mantenimiento,Moderada,Motor,9,No,6864.15,6
6,Mecánica,A,Carlos,3,41001,18-25,Male,Mantenimiento,Menor,Eléctrico,9,No,6252.44,3
8,Diagnóstico,B,Carlos,1,41002,26-35,Female,Mantenimiento,Menor,Transmisión,4,No,3334.91,1
6,Mecánica,A,Luis,8,41003,18-25,Male,Diagnóstico,Severa,Transmisión,0,No,6929.48,18
8,Diagnóstico,B,Luis,0,41004,56-65,Female,Diagnóstico,Moderada,Suspensión,10,Yes,7974.1,9
4,Pintura,C,Luis,10,41005,66+,Male,Mantenimiento,Moderada,Transmisión,5,Yes,5459.23,4
7,Mecánica,B,Ana,9,41006,66+,Male,Diagnóstico,Moderada,Frenos,4,No,6264.63,6
4,Electricidad,D,Ana,2,41007,36-45,Male,Diagnóstico,Severa,Eléctrico,8,No,7994.34,12
8,Electricidad,A,María,5,41008,18-25,Male,Diagnóstico,Severa,Transmisión,1,Yes,11981.22,10
8,Mecánica,C,José,2,41009,56-65,Male,Colisión,Menor,Transmisión,3,No,11042.44,3
7,Mecánica,E,María,9,41010,56-65,Male,Reparación,Severa,Frenos,5,Yes,4237.41,23
5,Diagnóstico,C,María,3,41011,26-35,Female,Diagnóstico,Moderada,Suspensión,0,No,9924.54,10
6,Mecánica,E,Sofía,0,41012,18-25,Female,Mantenimiento,Moderada,,4,No,9426.1,7
5,Diagnóstico,E,Sofía,11,41013,26-35,Female,Diagnóstico,Severa,Motor,2,Yes,7221.53,19
7,Diagnóstico,B,Ana,4,41014,18-25,Male,Diagnóstico,Moderada,Suspensión,1,Yes,8425.0,8
6,Diagnóstico,A,Sofía,7,41015,26-35,Female,Diagnóstico,Menor,Frenos,7,Yes,10445.59,4
8,Pintura,D,Ana,11,41016,18-25,Female,Diagnóstico,Moderada,Suspensión,7,No,438.67,5
7,Pintura,C,Sofía,6,41017,66+,Male,Reparación,Moderada,Frenos,9,No,9755.86,11
7,Mecánica,E,Ana,4,41018,56-65,Female,Mantenimiento,Severa,Eléctrico,3,No,11332.91,15
1,Pintura,E,José,6,41019,36-45,Female,Diagnóstico,Severa,Motor,7,Yes,11785.2,12
6,Mecánica,A,José,11,41020,26-35,Male,Diagnóstico,Severa,Motor,2,No,5270.5,17
7,Pintura,D,María,1,41021,26-35,Male,Diagnóstico,Moderada,Eléctrico,2,Yes,3021.37,5
7,Pintura,A,Luis,2,41022,56-65,Male,Reparación,Menor,Transmisión,7,Yes,298.54,5
8,Pintura,C,Carlos,7,41023,36-45,Female,Reparación,Severa,Eléctrico,2,No,4154.61,17
5,Diagnóstico,A,Sofía,12,41024,46-55,Male,Colisión,Severa,,4,Yes,8835.19,17
5,Pintura,D,Carlos,2,41025,18-25,Female,Mantenimiento,Severa,,2,No,1680.67,12
6,Mecánica,B,Carlos,10,41026,66+,Female,Mantenimiento,Menor,Motor,5,No,10469.32,6
3,Pintura,D,José,4,41027,56-65,Male,Mantenimiento,Menor,Frenos,2,No,10164.49,4
5,Pintura,D,Ana,8,41028,56-65,Female,Mantenimiento,Moderada,Suspensión,4,Yes,10706.66,10
7,Mecánica,E,Ana,0,41029,66+,Male,Diagnóstico,Severa,Frenos,9,No,5484.83,14
1,Pintura,A,Sofía,3,41030,46-55,Female,Colisión,Severa,Suspensión,1,Yes,7755.11,12
3,Pintura,C,José,0,41031,36-45,Female,Reparación,Moderada,Motor,4,Yes,6026.02,5
8,Diagnóstico,A,María,12,41032,26-35,Male,Reparación,Menor,,1,Yes,7436.16,6
6,Diagnóstico,B,José,2,41033,36-45,Male,Reparación,Moderada,Frenos,0,Yes,11430.48,8
1,Pintura,D,Carlos,0,41034,66+,Female,Diagnóstico,Menor,Transmisión,1,No,4326.45,8
8,Diagnóstico,B,José,5,41035,36-45,Male,Diagnóstico,Severa,Suspensión,5,Yes,592.84,13
2,Mecánica,E,María,3,41036,26-35,Male,Colisión,Moderada,Suspensión,10,No,6336.26,4
7,Pintura,A,María,5,41037,18-25,Male,Colisión,Moderada,Suspensión,3,Yes,1587.03,6
5,Diagnóstico,E,María,6,41038,56-65,Male,Mantenimiento,Moderada,Transmisión,7,No,10810.76,5
3,Pintura,B,María,2,41039,26-35,Male,Reparación,Menor,Frenos,0,No,10459.4,7
5,Diagnóstico,D,José,7,41040,26-35,Female,Mantenimiento,Moderada,Suspensión,5,Yes,7637.23,9
6,Mecánica,A,Ana,12,41041,66+,Female,Reparación,Severa,Motor,7,Yes,10596.2,16
5,Pintura,C,Ana,4,41042,18-25,Male,Colisión,Severa,,10,Yes,2106.6,13
7,Mecánica,C,Carlos,10,41043,18-25,Female,Colisión,Moderada,Suspensión,10,Yes,8671.57,8
8,Electricidad,A,Luis,1,41044,36-45,Male,Diagnóstico,Severa,Motor,1,Yes,1531.15,18
7,Electricidad,D,Ana,3,41045,36-45,Female,Colisión,Severa,Motor,8,Yes,9885.03,17
3,Mecánica,D,Luis,9,41046,66+,Male,Reparación,Severa,Frenos,0,No,8453.3,17
6,Mecánica,C,José,7,41047,66+,Female,Mantenimiento,Menor,,6,No,5847.86,2
6,Pintura,D,Ana,9,41048,26-35,Male,Colisión,Moderada,Transmisión,2,No,799.02,3
4,Mecánica,B,Ana,8,41049,56-65,Female,Mantenimiento,Moderada,Eléctrico,6,No,7035.43,10
3,Mecánica,A,Sofía,10,41050,66+,Male,Reparación,Moderada,,10,No,9616.55,5
2,Pintura,B,Sofía,3,41051,36-45,Female,Diagnóstico,Moderada,Suspensión,2,Yes,10073.39,8
1,Mecánica,B,María,0,41052,36-45,Male,Mantenimiento,Severa,,7,No,6764.6,13
7,Mecánica,D,Luis,12,41053,36-45,Female,Diagnóstico,Severa,Eléctrico,7,Yes,1681.18,14
4,Diagnóstico,B,Carlos,4,41054,18-25,Male,Mantenimiento,Moderada,,9,Yes,10515.07,7
2,Pintura,B,Luis,6,41055,56-65,Female,Diagnóstico,Moderada,Eléctrico,6,Yes,2273.37,7
4,Pintura,E,Carlos,3,41056,46-55,Female,Diagnóstico,Moderada,Suspensión,2,No,5778.98,7
4,Mecánica,E,Carlos,12,41057,66+,Male,Diagnóstico,Menor,,2,No,10804.14,2
7,Pintura,B,Sofía,12,41058,56-65,Female,Colisión,Severa,,4,Yes,3675.48,18
3,Electricidad,D,José,4,41059,46-55,Female,Reparación,Moderada,Eléctrico,3,Yes,7386.79,5
8,Pintura,E,Sofía,11,41060,36-45,Male,Reparación,Menor,Suspensión,7,No,1758.81,3
5,Mecánica,D,María,0,41061,46-55,Male,Diagnóstico,Severa,Motor,8,No,4809.75,22
4,Pintura,B,Luis,9,41062,36-45,Female,Reparación,Severa,,7,No,11253.19,11
8,Electricidad,B,Sofía,5,41063,26-35,Male,Diagnóstico,Menor,Motor,1,No,1907.11,4
7,Diagnóstico,A,Carlos,11,41064,66+,Male,Reparación,Moderada,Suspensión,3,No,7682.27,6
2,Electricidad,E,Ana,1,41065,18-25,Male,Diagnóstico,Moderada,Eléctrico,0,No,9385.49,11
6,Mecánica,C,María,6,41066,36-45,Female,Diagnóstico,Moderada,Frenos,2,Yes,9493.04,8
1,Mecánica,B,María,9,41067,56-65,Male,Mantenimiento,Moderada,Motor,8,Yes,2925.55,5
6,Electricidad,B,Ana,6,41068,56-65,Female,Reparación,Moderada,Frenos,2,No,4908.23,12
2,Mecánica,E,María,8,41069,18-25,Male,Diagnóstico,Severa,Frenos,4,Yes,2969.83,14
6,Electricidad,E,José,7,41070,18-25,Female,Colisión,Menor,Transmisión,5,No,10550.63,5
6,Electricidad,D,Luis,3,41071,56-65,Male,Mantenimiento,Moderada,,4,No,7230.03,7
7,Electricidad,A,Carlos,4,41072,36-45,Male,Diagnóstico,Moderada,Frenos,3,No,7971.76,6
2,Pintura,A,Sofía,7,41073,46-55,Female,Mantenimiento,Moderada,Transmisión,4,Yes,342.06,7
4,Diagnóstico,E,Carlos,2,41074,66+,Female,Mantenimiento,Moderada,Motor,3,No,2924.47,13
3,Mecánica,B,María,12,41075,46-55,Female,Mantenimiento,Severa,Transmisión,0,Yes,5421.28,14
4,Mecánica,D,Carlos,5,41076,46-55,Male,Diagnóstico,Severa,Motor,5,Yes,4184.69,15
6,Pintura,C,Luis,0,41077,18-25,Female,Reparación,Moderada,Motor,8,Yes,4848.76,7
8,Pintura,D,Sofía,6,41078,66+,Female,Colisión,Menor,Frenos,8,Yes,1080.65,5
6,Pintura,B,María,11,41079,46-55,Female,Diagnóstico,Moderada,Suspensión,0,Yes,11962.24,7
1,Mecánica,B,María,8,41080,18-25,Male,Mantenimiento,Moderada,Eléctrico,1,Yes,7142.27,5
1,Mecánica,E,Luis,11,41081,46-55,Female,Reparación,Menor,Frenos,8,Yes,3753.7,4
6,Mecánica,D,Luis,11,41082,46-55,Male,Colisión,Severa,Transmisión,6,Yes,11100.26,23
4,Pintura,D,María,10,41083,56-65,Female,Mantenimiento,Severa,Eléctrico,3,Yes,7467.69,14
8,Diagnóstico,D,José,8,41084,56-65,Female,Colisión,Menor,Eléctrico,9,No,7765.14,3
4,Electricidad,B,Sofía,8,41085,66+,Female,Reparación,Severa,Eléctrico,8,Yes,6050.72,16
8,Diagnóstico,D,Sofía,3,41086,46-55,Male,Reparación,Menor,,6,No,7019.53,4
6,Diagnóstico,D,Carlos,6,41087,36-45,Male,Colisión,Moderada,Eléctrico,7,No,10159.23,9
7,Diagnóstico,C,Carlos,10,41088,36-45,Male,Reparación,Severa,Motor,10,Yes,9855.98,12
8,Mecánica,E,Carlos,12,41089,66+,Female,Mantenimiento,Severa,,8,Yes,4655.49,14
5,Pintura,E,Luis,1,41090,18-25,Male,Colisión,Moderada,,8,No,11919.49,7
6,Diagnóstico,B,Carlos,4,41091,46-55,Female,Mantenimiento,Severa,Frenos,0,No,8902.64,22
3,Electricidad,E,Carlos,12,41092,66+,Female,Mantenimiento,Severa,Eléctrico,8,Yes,5394.14,16
8,Diagnóstico,A,Luis,2,41093,46-55,Male,Diagnóstico,Severa,Suspensión,10,Yes,2149.0,10
6,Mecánica,C,José,2,41094,46-55,Female,Mantenimiento,Severa,Motor,5,No,8486.27,20
4,Electricidad,A,Carlos,6,41095,18-25,Male,Colisión,Menor,Transmisión,1,No,10695.49,4
1,Pintura,C,Luis,4,41096,46-55,Male,Diagnóstico,Menor,Suspensión,3,No,6768.89,5
5,Diagnóstico,C,Carlos,6,41097,36-45,Male,Mantenimiento,Menor,,1,Yes,161.38,4
7,Pintura,D,José,5,41098,18-25,Female,Colisión,Severa,Frenos,10,No,4579.18,22
5,Electricidad,D,José,6,41099,46-55,Male,Colisión,Menor,Eléctrico,5,Yes,5236.3,3
7,Mecánica,B,Carlos,5,41100,46-55,Male,Colisión,Menor,,6,No,7591.08,5
2,Electricidad,E,Ana,8,41101,18-25,Female,Diagnóstico,Menor,Eléctrico,5,Yes,8560.41,5
1,Pintura,C,Sofía,1,41102,66+,Male,Mantenimiento,Menor,Eléctrico,8,No,2839.32,3
8,Mecánica,A,Luis,6,41103,56-65,Female,Colisión,Menor,Eléctrico,9,Yes,4136.35,4
2,Diagnóstico,A,Luis,6,41104,66+,Female,Diagnóstico,Moderada,Suspensión,5,Yes,8411.21,7
3,Electricidad,C,Sofía,10,41105,36-45,Male,Mantenimiento,Severa,Suspensión,9,No,2257.42,21
7,Pintura,A,María,11,41106,56-65,Male,Mantenimiento,Severa,Eléctrico,4,Yes,5869.92,15
6,Pintura,E,Carlos,4,41107,36-45,Male,Diagnóstico,Severa,Suspensión,1,Yes,6773.93,22
5,Diagnóstico,C,María,9,41108,46-55,Male,Diagnóstico,Moderada,,9,No,802.4,4
6,Diagnóstico,D,Ana,10,41109,56-65,Male,Colisión,Menor,Suspensión,4,Yes,1078.92,3
7,Pintura,D,Carlos,7,41110,18-25,Male,Diagnóstico,Menor,Frenos,1,Yes,8213.14,5
8,Mecánica,A,María,12,41111,66+,Male,Reparación,Moderada,Transmisión,8,Yes,2677.94,8
8,Diagnóstico,B,Luis,7,41112,26-35,Female,Mantenimiento,Menor,Motor,6,Yes,2946.45,4
4,Mecánica,D,María,9,41113,26-35,Female,Colisión,Moderada,Eléctrico,6,No,4235.03,7
4,Diagnóstico,C,Sofía,3,41114,36-45,Female,Mantenimiento,Severa,Transmisión,2,Yes,10788.3,22
1,Diagnóstico,C,Carlos,3,41115,46-55,Male,Mantenimiento,Moderada,Motor,5,Yes,8000.39,5
4,Diagnóstico,D,Luis,5,41116,26-35,Female,Mantenimiento,Severa,Frenos,2,Yes,4106.1,11
4,Electricidad,D,José,0,41117,66+,Female,Reparación,Severa,Transmisión,8,No,6968.59,16
5,Diagnóstico,B,María,4,41118,26-35,Female,Mantenimiento,Moderada,Transmisión,1,No,9143.94,6
5,Electricidad,C,María,8,41119,18-25,Male,Diagnóstico,Moderada,,7,Yes,7522.58,8
6,Mecánica,A,Ana,7,41120,26-35,Female,Diagnóstico,Menor,,7,Yes,8946.15,5
6,Mecánica,C,Carlos,1,41121,36-45,Female,Mantenimiento,Menor,Motor,5,No,8145.78,6
1,Pintura,C,Carlos,10,41122,66+,Female,Mantenimiento,Severa,,6,No,3836.13,15
3,Mecánica,E,Sofía,0,41123,66+,Female,Diagnóstico,Menor,Suspensión,4,Yes,6129.07,7
4,Mecánica,B,Carlos,4,41124,46-55,Male,Diagnóstico,Menor,Eléctrico,0,No,7851.02,2
8,Mecánica,D,José,7,41125,26-35,Female,Mantenimiento,Moderada,,9,Yes,11863.0,8
2,Electricidad,B,María,6,41126,26-35,Male,Colisión,Moderada,,3,No,703.23,9
1,Mecánica,B,María,11,41127,26-35,Female,Reparación,Menor,Frenos,4,Yes,7546.03,3
7,Mecánica,D,Carlos,1,41128,46-55,Male,Diagnóstico,Severa,Frenos,5,No,4433.66,8
4,Pintura,E,Ana,4,41129,56-65,Male,Colisión,Menor,Motor,0,Yes,1102.3,4
8,Mecánica,B,Carlos,2,41130,66+,Female,Colisión,Menor,Eléctrico,7,No,10505.76,3
5,Mecánica,C,Luis,5,41131,66+,Female,Reparación,Menor,Motor,6,No,9135.5,5
2,Pintura,D,Carlos,2,41132,66+,Female,Mantenimiento,Moderada,Eléctrico,7,Yes,8643.81,8
